User_ID,Signup_Date
21414,1965-01-13
19628,1990-06-01
12212,1971-02-09
32949,1956-07-20
24758,1955-07-04
11208,1998-10-14
19913,1984-06-07
27849,1995-04-26
46284,1947-10-23
41190,1946-10-05
40936,1956-05-02
19690,1968-01-10
17389,1962-06-19
16367,1972-05-20
23037,1957-01-17
17662,2003-02-20
37128,1971-04-28
11529,1966-05-10
31251,1918-12-17
32032,1950-06-12
43040,1926-01-08
25634,1931-12-03
28460,1929-11-22
9287,1984-11-15
31848,1938-07-21
36471,1942-10-26
25976,1969-07-15
40068,1947-05-10
21382,1955-05-20
31883,1922-09-24
12428,1923-06-07
16821,1925-03-28
30905,1967-12-21
19654,1922-09-21
39373,1939-10-18
18897,2003-05-09
40658,1918-08-04
37083,1930-10-28
15585,1929-11-12
24035,1961-08-06
8678,1923-07-17
15081,1959-10-18
44014,1925-11-20
7956,1990-06-28
26443,1988-08-04
36672,1995-04-07
26177,1964-08-18
23903,1965-10-08
33898,1977-05-17
25468,1970-08-05
20172,2014-12-11
40153,1966-10-24
16372,1982-04-21
38673,1951-09-22
12834,1956-07-11
21037,1924-01-20
48948,1971-07-20
30006,1913-11-22
11614,1946-09-21
39777,1919-03-23
17777,1909-03-23
45448,1950-02-21
14752,1938-08-15
33442,1944-08-03
29352,1972-04-25
33221,1932-11-22
13774,1977-06-03
12001,1928-12-18
34301,1968-09-22
25860,1940-01-19
33032,1928-03-16
20239,1952-01-05
38417,1946-08-24
34324,1953-05-22
11802,1968-10-05
34588,1958-09-23
39968,1961-03-16
41508,1991-10-21
32039,1971-12-11
6191,1961-08-16
19011,1929-12-18
24388,1959-02-14
38981,1935-02-17
21321,1973-04-07
12373,1953-05-04
17493,1938-04-06
15704,2001-09-01
41817,1924-03-07
10337,1970-07-27
12641,1957-01-25
28270,1975-01-19
30577,1960-03-11
32634,1928-11-02
35964,1930-02-16
25214,1943-07-10
20612,1961-08-17
26759,2001-12-20
5259,1988-09-04
20381,1990-07-12
39328,1923-01-04
16042,1938-07-14
21421,1950-01-27
25773,1925-11-27
5294,1980-11-07
23729,1930-03-05
12466,1959-11-19
14014,1967-05-25
18878,1938-03-03
16331,1993-09-23
19152,1923-10-05
18388,1977-05-04
41431,1933-02-11
18907,1930-05-11
42203,2006-10-21
33244,1971-11-28
23522,1966-07-14
29415,1949-02-26
31984,1934-04-11
20215,1959-10-21
19192,1959-11-20
22269,1976-10-05
39942,1935-06-10
24586,1950-01-25
31498,1984-12-02
26637,2000-03-11
31505,1929-04-20
14871,1991-03-27
38449,1930-05-06
17222,1974-05-19
15951,1982-10-05
40276,1930-01-12
33111,1936-03-05
22873,1976-03-18
18532,1955-12-23
12138,1929-06-10
26986,1942-04-07
41074,1936-05-08
21365,1946-08-13
10873,1955-09-24
35454,1999-04-15
33666,1952-01-02
27011,1955-12-17
34952,1941-06-05
9615,1971-02-05
30098,1933-02-21
19094,1970-05-17
12958,1957-07-25
27553,1961-07-07
10660,1930-07-02
38572,1931-09-13
30893,1972-09-03
34744,1944-02-08
42697,1977-03-15
22218,1930-11-17
18635,1959-01-15
16844,1957-06-27
31953,1973-09-18
9170,1952-09-21
36563,1978-08-22
14804,1992-06-12
45012,1978-05-08
25301,1957-12-02
31201,1937-08-17
10466,1950-10-25
27375,1967-01-25
38645,1981-05-03
42493,1932-12-20
12543,1966-10-26
11018,1964-10-18
18192,2006-01-25
23826,1944-06-23
14626,1961-12-21
14627,1970-12-18
18726,1938-10-15
37173,1955-12-01
14911,1937-03-16
7239,1963-04-02
36696,1988-04-02
32603,1950-12-16
19040,1958-02-07
28774,1956-11-12
22124,1979-11-16
26480,1938-06-07
23923,1976-09-15
6524,1989-09-07
11415,1977-07-21
44452,1946-03-09
18617,1940-01-07
21693,1936-01-28
39101,1966-06-28
21189,1960-02-03
16845,1952-09-01
10470,1984-02-13
5112,1945-01-27
12287,1996-11-21
29188,1993-03-12
26399,2007-02-18
16714,1994-06-27
34179,1992-04-14
24974,1991-04-07
26511,2006-01-02
27793,1998-10-05
24233,1993-05-17
32707,2005-06-02
28900,1996-08-06
19188,1998-11-27
10998,1997-10-09
46582,2001-09-06
43966,1979-05-14
21248,1966-10-27
29449,1956-05-26
8970,1964-01-21
31757,1986-04-26
4878,1987-01-24
35394,1968-08-01
12355,1998-10-12
22601,1977-05-10
36682,1948-03-23
38992,2013-09-10
40026,1976-07-05
31836,1967-02-13
40816,1982-01-16
35446,1959-12-16
17032,1969-08-17
20624,1946-07-15
13206,1989-09-12
42649,2009-11-06
26266,1953-03-07
32418,1949-05-21
32680,1982-03-14
18389,1955-06-16
26585,1952-09-25
18424,1956-06-13
33276,1971-02-23
18690,1953-11-20
31747,1921-12-27
30217,1944-11-10
9240,1967-09-22
8738,1938-03-07
9255,1941-04-12
45607,1920-07-21
28718,1950-05-06
40240,1920-09-08
25144,1962-04-12
18758,1935-02-03
20301,1922-11-17
9039,1944-05-12
11355,1952-11-20
4957,1958-04-25
40290,1934-09-22
39780,1927-05-26
12395,1935-10-10
34672,1933-12-28
31602,1944-06-26
21113,1922-05-23
37762,2000-02-06
18307,1923-08-23
26243,1929-07-26
14982,1922-01-03
27270,1950-02-02
22158,1943-11-28
42126,1926-11-25
10898,1949-04-08
25234,1977-07-16
13717,1929-07-19
20888,1929-11-02
32669,1944-09-08
30141,1929-03-04
16580,1929-06-01
39624,1922-06-21
21196,1946-02-14
34257,1929-07-19
9436,1958-01-01
25312,1939-03-27
40929,1952-05-21
8932,1931-05-22
29668,1969-04-08
29930,1965-03-13
6380,1927-09-22
37619,1929-07-24
41203,1948-09-26
17416,1957-01-02
23820,1954-03-01
10003,1967-02-18
22295,1999-05-28
23835,1963-02-08
24864,1968-06-08
33061,1958-07-18
25896,1950-01-27
36905,1968-08-11
38189,1957-07-07
38447,1952-01-06
42294,1958-12-19
21815,1938-09-07
39746,1962-07-26
7237,1953-06-17
26694,1942-07-18
25671,1945-11-15
27481,2001-09-15
14427,1937-08-19
20571,1980-03-21
34908,1991-07-19
17246,1938-12-22
10593,1967-06-01
30567,1947-09-09
40295,1976-04-06
41323,1973-04-27
11629,1968-07-02
19822,1962-10-11
30575,1974-02-11
11890,1940-08-02
36723,1987-12-18
36993,1985-11-05
20367,1958-02-12
9872,1989-07-20
31634,1946-08-24
33173,1955-08-28
8343,1958-09-18
31896,1975-08-27
17312,1961-04-09
29092,1947-07-17
41636,1941-06-06
23977,1953-07-13
20407,1967-01-24
16058,1965-09-16
33216,1969-03-16
12482,1977-11-06
21700,1967-08-10
4549,1981-03-07
40646,1975-11-25
41670,1950-03-12
27593,1951-10-06
9421,1975-09-08
28631,1965-01-24
20446,1963-11-22
27871,1941-07-10
34785,2011-12-11
44519,1949-07-15
6894,1938-01-24
10743,1967-02-23
12536,1938-07-19
19735,1929-06-01
40471,1970-07-10
30233,1936-10-12
22306,1974-11-19
7973,2000-06-02
30757,1993-12-14
33073,1929-01-05
7730,1962-06-16
37944,1987-04-16
41793,1964-08-26
8261,1995-01-12
37702,1952-11-23
28750,1941-07-26
9835,1995-02-20
36974,1967-07-25
33141,1933-01-10
30590,1954-10-19
14207,1958-11-15
16013,1958-06-02
41364,1943-08-07
8854,2001-04-08
27308,1955-12-27
40366,1971-12-27
43183,1982-05-14
33732,1929-06-04
12531,1958-09-15
10229,1955-06-17
34319,1971-12-28
24088,1989-05-28
36921,1967-02-03
14141,1992-02-04
31822,1964-06-08
12378,1984-12-11
37478,1976-01-15
35707,1964-01-05
45214,1969-01-24
42449,1980-04-07
36059,2000-02-01
14334,1966-11-23
38484,1970-03-22
41658,1982-02-22
30163,2014-04-27
23047,2008-04-11
26150,2002-08-18
34489,1997-05-17
49358,1999-07-27
6116,2002-11-18
19696,1991-12-16
34815,1992-06-19
26112,2008-01-16
41232,2014-07-14
7965,1997-04-21
24621,2015-05-20
7481,1999-07-20
33594,2017-06-11
12603,1993-12-02
36667,1999-02-17
4713,2003-07-26
37483,2001-05-24
30582,1996-04-13
20609,1999-10-07
10374,2001-11-23
25226,2003-03-17
30860,1995-05-21
29335,1997-08-15
38039,2015-12-18
23967,1998-11-27
24742,1994-09-26
37806,1995-08-10
22194,1993-08-22
40372,1998-02-02
7368,1993-02-20
25060,2012-09-15
27880,2005-12-15
44288,1917-02-10
12809,1921-05-15
20492,1939-04-06
10253,1993-10-22
6670,1994-08-12
15119,1914-10-04
9756,1934-03-20
37163,1919-05-05
34606,1986-02-07
35375,1926-04-02
42040,1968-05-18
6201,1915-05-23
26698,1910-04-08
29265,1943-11-16
34133,1930-04-05
40535,1926-08-21
41559,1910-11-13
8042,1945-12-22
13674,1947-07-28
10349,1946-09-27
44141,1955-01-27
10098,1923-10-05
40306,1958-09-17
36991,1942-08-03
44159,1971-10-13
33669,1917-09-28
28551,1927-11-10
18315,1910-05-27
43923,1919-02-14
18842,1944-10-07
23963,1987-06-10
19624,1916-03-10
19892,1949-02-21
26553,1910-01-26
31418,1937-06-19
13246,1926-02-27
22725,1942-02-14
41421,1950-05-09
39378,1964-11-21
31957,2000-12-03
46042,1937-03-08
20960,1914-12-08
35041,1978-05-07
7141,1920-06-10
16101,1915-03-27
14822,1916-08-07
39407,1964-10-05
25598,1941-09-18
23553,1985-08-16
8966,2002-12-16
24595,1981-11-28
39450,1985-04-06
20507,1994-08-01
42015,1984-02-26
37924,2011-11-14
39464,1992-05-01
15662,1978-12-14
12081,1971-09-10
33081,2016-08-17
40511,1965-07-12
37447,1977-06-23
33868,2015-09-11
37203,1986-09-27
7010,1970-07-03
23918,1965-01-22
32622,1970-06-26
32627,1966-12-23
41089,1979-03-03
5763,1994-07-13
15240,1981-09-13
23955,1967-09-17
23444,1987-11-03
10138,2007-01-01
6314,1968-07-26
6589,1984-06-20
6858,1970-10-26
22477,1979-12-22
23759,1997-07-10
17876,1997-03-16
5845,1965-11-14
39386,2007-11-08
10722,1977-09-01
34532,1978-03-27
11254,1994-09-04
28158,1978-05-11
14095,1957-08-24
13080,1996-03-08
24866,1937-01-21
34853,1969-07-15
12838,1951-09-21
25153,1941-06-26
10564,1959-11-12
31814,1988-01-24
10825,1985-09-03
37205,1944-03-12
23640,1948-03-22
29789,1961-09-18
19553,1957-10-01
39273,1958-08-07
17003,1958-10-03
34160,1984-01-21
27509,1984-08-28
36488,1940-01-24
41379,1948-06-24
20648,1941-03-14
19635,1954-03-20
25016,1955-08-27
9659,2009-12-24
16827,1944-02-09
18889,1953-01-01
36049,1998-10-24
16893,1986-07-27
28926,1946-04-21
39846,1982-01-15
6338,1982-07-23
34006,1956-04-14
19675,1956-03-13
32642,2000-08-28
30683,1999-07-12
19205,1972-01-25
38527,1924-08-21
19137,1948-09-26
34562,1932-08-01
23862,1969-07-18
22593,1999-04-22
30804,1970-01-14
41329,1942-10-10
15741,1941-08-18
15238,1960-10-16
18081,1917-05-10
2224,1922-09-11
8139,1927-03-10
22732,1919-05-22
19171,2006-02-21
28135,1918-01-01
37872,1963-02-24
37621,1958-09-21
26619,1940-02-06
30715,1913-10-03
11528,2010-08-13
15121,2012-08-07
9494,2004-11-02
33821,2009-10-27
13086,2003-04-15
40996,2006-05-19
12073,2010-06-23
31531,1998-02-03
14124,2002-12-03
17453,2002-11-17
38459,2003-04-20
24126,2003-04-07
21568,1999-10-20
20545,1998-03-25
39235,2000-11-18
18756,2009-05-19
23880,2004-06-12
29266,2004-02-16
30548,2004-06-05
25690,2008-02-06
16486,2005-01-11
25193,2008-07-22
20602,2018-04-26
33148,2008-11-21
38528,2009-04-06
20868,2009-09-04
9608,2013-01-11
11915,2007-08-14
39073,2014-04-08
17329,2011-04-10
16822,2001-12-17
26563,2003-01-27
39621,2001-08-02
39375,2003-09-17
40403,2000-04-16
39896,1999-09-15
13274,2008-11-10
26343,1998-01-19
11261,2013-01-07
14090,1997-08-24
44810,2007-09-09
25868,1980-02-12
34317,1960-07-07
35110,1974-04-05
17705,1985-02-17
40763,1954-02-16
36927,1949-05-09
31049,1967-08-14
41291,1961-12-09
21593,1956-01-08
6236,2014-01-11
15969,1988-03-21
40807,1976-01-06
17258,1954-08-19
40305,1978-03-07
27005,1950-04-09
19077,1975-06-10
12934,1996-09-17
33414,1964-10-13
5263,2018-03-01
23443,1966-08-09
36247,1951-07-09
9116,1962-06-03
14748,1957-12-24
14241,2000-08-27
44454,1976-01-12
10407,1957-10-10
25777,1975-02-21
26564,1956-08-11
26054,1952-03-17
17625,2016-01-08
13021,1950-01-14
18661,1986-01-27
30949,1954-10-02
31723,1997-11-20
18930,1965-03-25
7411,1982-01-20
18677,1982-05-22
12790,1979-02-06
44278,1951-08-06
13310,1990-04-22
4374,1954-10-20
40736,1958-06-24
34083,1959-09-12
33579,1977-05-09
33069,1948-11-23
9783,1980-09-21
38715,1956-01-25
36673,1983-04-14
13905,2012-07-13
24159,1970-11-25
18787,1977-10-14
40039,1980-06-26
7528,1966-06-12
25451,1949-06-05
31093,1952-06-23
11128,1964-05-02
13697,1963-09-26
15234,1976-04-06
16009,2006-02-14
11921,1982-05-13
7830,1975-11-27
36003,1968-01-04
23972,1967-06-21
23979,1977-03-23
10937,1976-12-21
30666,1962-03-10
42457,1984-03-20
27104,1953-05-22
2787,1964-07-03
30694,1961-03-26
36079,1967-06-27
37367,1984-01-20
40695,1974-12-14
43511,1993-01-19
10750,2012-01-22
33544,1972-08-07
9021,1970-10-09
22896,1972-07-04
21649,1979-11-28
35522,1976-12-10
15343,1989-10-26
40060,1934-05-04
29311,2016-01-08
19487,2001-03-06
33060,1931-10-22
14054,1914-11-23
10757,2013-01-26
28427,1976-10-17
17426,1990-12-27
6935,1998-12-16
19485,1992-03-18
9246,1991-10-26
40250,1992-04-13
33854,1997-03-13
40523,1979-10-20
31571,1975-03-27
4735,2004-02-06
24963,1990-04-10
31379,1980-03-14
8379,1987-08-25
17856,2003-03-27
37327,1975-03-07
6880,1998-07-04
30179,1987-05-02
15594,1973-09-15
26610,2008-05-06
37110,2008-12-10
6649,1991-10-11
25861,1947-07-02
2827,1982-08-27
38176,1993-11-09
30779,1969-07-26
31035,1950-07-01
41022,1951-06-15
29780,1942-01-10
24158,1998-09-19
12650,1970-10-19
15726,2008-06-16
18542,1962-06-19
36472,1955-03-28
19586,1999-01-08
17039,1973-01-19
41365,1946-02-23
29592,2001-03-07
35482,1958-01-16
8353,1978-04-02
15531,1978-10-22
22451,1944-12-04
15028,1944-12-19
18874,1993-11-16
18620,1992-06-07
12479,1943-01-21
18624,1992-03-16
37846,1978-08-06
10205,1946-09-04
37348,1980-06-12
28392,1974-07-13
25327,1984-07-04
40687,1948-07-22
36083,1953-09-25
19447,1948-08-16
24824,1969-04-01
11779,1972-04-13
19984,1926-06-25
16150,1905-10-22
29476,1928-11-23
24357,2008-11-22
16428,1902-07-20
17197,1968-03-05
23358,1963-08-16
10049,1908-07-20
7249,1992-12-18
37969,1939-08-22
26464,1928-08-19
17511,1946-07-13
37224,1903-11-02
10345,1943-06-06
10091,1906-09-07
14702,1967-08-10
20850,1956-05-10
5244,1904-02-22
32638,1955-11-14
32143,1943-01-23
21662,1925-05-10
8864,2004-09-21
31912,1941-02-21
9906,1928-10-06
10181,1921-08-18
17611,1977-09-23
6093,1942-06-01
34263,1937-04-13
39906,1964-07-04
27625,1903-11-23
28141,1918-07-21
33522,1931-12-18
37874,1910-04-11
23800,1933-11-13
28410,1937-11-13
19709,1910-11-27
26110,1929-03-21
22535,1958-07-16
32007,1970-02-22
31779,1972-12-19
13115,1952-02-10
21823,1985-05-17
29260,1965-09-18
21844,1988-04-21
42099,2008-03-03
22663,1964-04-02
40583,1971-06-06
28573,1951-02-27
41889,1994-03-15
31655,1965-08-03
36012,1975-04-22
9907,1983-03-12
24007,1967-07-14
39116,1955-07-05
18383,1961-12-05
37098,1975-01-08
29931,1965-01-22
16691,1978-06-21
37440,1960-01-14
43080,1989-12-16
39510,2006-06-21
39275,1958-05-12
33403,1979-07-20
20621,1959-06-26
15519,1968-11-01
22447,1961-05-06
24280,1965-08-01
9548,1987-11-09
34951,1981-10-04
20213,1932-02-03
3869,1990-12-16
25903,1991-03-05
22096,1984-09-24
8803,1994-08-25
20122,1977-01-23
24265,1994-04-27
44043,2001-09-12
17683,2011-01-12
22550,2003-11-15
21033,2008-11-19
21299,1999-03-27
38242,1998-05-13
23140,1999-04-17
25196,2009-12-06
5488,2007-07-28
29046,2007-06-21
12408,2000-11-19
11670,2005-09-03
33181,2007-04-01
28597,1998-09-12
12806,1968-11-01
25098,1959-12-16
32266,1948-01-10
41743,1935-11-25
14870,1963-08-28
33344,1970-12-22
29764,1987-07-18
13381,1983-09-07
31306,1930-01-08
18005,1954-11-01
41814,1992-06-04
7007,1981-08-25
38239,1970-09-11
31332,1938-02-07
8812,1931-09-22
12912,1983-08-28
32883,1964-04-20
39030,1939-12-19
39288,1944-01-09
38521,1953-10-11
13692,1940-03-12
19330,1921-11-12
12455,1943-03-21
35751,2005-01-27
11432,1932-01-24
39592,1975-01-28
24492,1978-05-25
36278,1990-09-16
33471,1946-12-17
9152,1934-09-19
15299,1974-11-15
13254,2004-04-08
39114,1964-01-21
46542,1963-05-28
3537,1965-08-21
38372,1966-11-04
33253,1927-02-13
24555,1924-10-25
38124,1981-07-02
39155,1982-05-16
32759,1985-06-17
38911,1971-12-09
33282,1962-12-02
6415,1993-04-25
18964,1928-05-03
20244,1959-01-04
13344,2006-06-28
41251,1935-07-22
39717,1920-05-22
6182,1948-02-02
13094,1971-02-06
20011,1977-08-09
13106,1946-01-17
17465,1937-01-28
18234,1973-10-28
32576,1918-01-18
4680,1948-05-13
38985,1944-04-25
30539,1935-03-10
13656,1944-02-23
34907,1947-05-23
18785,1926-08-10
10594,1954-08-07
14179,1938-09-18
27497,1959-06-10
38255,1944-07-11
33140,1962-12-06
1653,1916-09-21
25717,1932-02-11
27260,2014-08-25
35457,1936-11-05
25229,1996-12-07
38546,1918-07-27
21908,1951-04-07
12187,1971-03-07
39078,1916-07-18
13227,1955-03-23
33197,1935-09-24
13487,1980-07-01
28079,1916-03-09
28592,1945-06-01
32181,1933-09-17
19638,1923-01-20
42424,1933-06-09
45246,1914-07-12
45250,1926-12-06
6853,2007-09-20
30917,1963-03-23
38856,1915-03-16
1487,1931-10-17
35793,1926-05-24
26578,1951-12-12
24540,1924-03-21
36316,1999-02-22
14302,1940-12-16
31461,1994-10-12
37609,1939-10-15
21739,1915-08-04
31476,1951-02-09
20472,1922-09-10
40699,1917-04-10
45052,1974-04-15
36350,1936-09-07
18949,1958-09-04
38946,1928-07-04
23858,2007-08-04
35383,1902-12-13
7235,1916-12-12
24394,1927-08-14
27993,1954-09-10
10865,1909-06-24
21130,1993-07-17
40613,1928-02-24
7339,1999-01-08
41228,2006-03-21
32783,2017-02-27
18972,2001-02-14
5966,2003-10-15
6557,2000-03-25
36258,2006-12-01
21465,2002-11-16
40154,2017-03-22
8179,2003-12-21
32528,1977-03-16
29491,1914-07-14
13623,1920-04-19
30353,1975-09-12
34050,1955-02-09
19465,1975-07-02
29709,1952-05-21
31786,1947-08-21
34096,1987-06-05
24935,1995-01-20
12904,2013-08-10
37488,1947-08-12
27258,1968-05-07
6022,1956-02-18
37265,1981-07-13
35993,1987-12-14
16030,1943-08-26
23231,1953-01-17
18129,1975-05-24
25556,1958-07-16
18653,1952-10-02
10494,1990-12-03
9472,1924-05-04
30218,1955-11-04
5901,1926-07-21
6937,1924-05-15
8732,1937-05-06
27694,1959-10-21
20539,1985-12-21
12099,1948-11-26
12371,1929-02-11
20065,1935-11-25
13416,1996-12-20
19307,1952-10-19
34157,1918-05-02
26224,1938-01-24
32113,1963-08-26
6514,1963-03-13
4723,1932-04-13
17280,1931-03-02
37763,1980-09-23
39811,1946-07-18
30853,1970-10-15
16265,1935-11-06
41611,1939-06-15
35214,1942-07-28
39828,1927-01-24
29347,1925-06-26
29349,1937-03-17
9385,1970-05-18
33963,1955-06-23
40624,1946-10-07
4285,1926-04-10
37056,1971-11-25
46530,1939-08-12
21199,1916-09-28
29138,1964-09-06
13545,2005-07-25
17899,1974-01-03
37099,1932-03-02
7916,1927-11-05
25836,1915-04-16
20722,1939-05-06
10488,1986-09-05
16123,1999-12-07
18186,1981-11-19
42518,1955-12-03
14617,1971-02-14
39723,1958-03-14
21308,1952-07-01
22595,1954-06-19
16713,1990-10-21
16458,1967-04-12
35404,1964-05-25
14428,1963-04-16
7518,1958-05-15
38752,1998-08-16
21092,1951-07-24
29290,1954-02-03
19824,1977-02-06
22386,1954-01-03
30328,1964-04-02
33402,1952-04-22
24195,1969-08-25
13965,1973-12-22
26253,1957-03-12
3987,1968-08-09
28314,1951-07-14
18079,1954-09-09
21924,1993-04-23
20659,1950-06-10
26547,1968-07-10
11189,1976-10-19
18362,1989-05-01
23489,1966-01-01
23497,1986-11-20
11469,1974-06-01
13271,1958-01-02
22241,1957-12-18
30690,1997-03-10
25321,1986-03-03
15086,1967-09-25
9980,1988-10-08
32253,1970-05-19
28159,1990-11-15
37119,1972-10-11
37888,1977-02-28
29962,2015-05-05
46346,1948-02-04
25371,1932-08-24
44065,1927-01-07
33059,1938-03-12
34860,1955-08-23
32565,1969-04-19
21046,1989-03-11
12864,1928-12-19
18266,1946-08-20
39012,1929-09-24
44388,1960-02-12
16236,1945-04-25
31108,1925-03-13
25483,1929-11-06
11919,1950-04-08
44441,1941-05-26
32173,1933-04-02
24501,1925-01-05
40380,1961-12-18
19910,1944-08-28
28359,1963-11-10
5833,1957-11-23
9426,2001-12-12
31186,2009-10-02
29395,1929-02-22
41177,1927-01-01
24036,1967-06-23
30185,1967-11-07
18161,1936-05-26
5626,1958-04-24
37426,1991-07-05
14664,1991-04-04
14411,2003-01-02
39538,1989-01-06
34265,2000-05-01
43047,1928-12-21
19516,1910-09-12
18023,1913-03-04
20477,1974-07-07
24841,1938-11-28
14096,1929-06-04
11312,1919-01-02
33586,1945-11-17
38964,1948-04-18
20026,2008-08-23
7247,2001-09-21
36176,1926-01-04
40304,1973-04-11
19842,1958-01-12
38278,1964-09-02
21419,1980-03-07
26803,1946-04-12
12259,1922-09-14
6122,1919-12-20
9450,1918-05-26
9973,1973-08-22
32518,1905-03-04
24594,1926-03-10
14358,1943-04-04
7703,1906-05-26
6936,1957-08-02
24859,1915-01-24
44322,1955-03-11
6185,1928-12-28
20526,1996-05-22
6475,1956-03-16
36431,1912-10-01
34910,1967-02-11
28015,1904-03-03
25972,1942-09-20
11390,1974-03-09
39301,1929-12-05
28038,1925-01-27
2184,1932-12-27
41110,1972-03-06
41370,1923-08-22
19868,1907-07-25
31644,1957-02-03
24995,1908-07-07
36771,1979-01-09
20903,1961-12-16
39847,1918-07-16
31149,1943-10-16
11187,1964-09-02
4280,2010-08-26
24769,1934-05-28
7379,1926-03-26
8666,1934-05-12
35816,1918-04-11
43752,1925-03-15
40436,1953-12-13
42489,1901-04-15
13306,1908-08-12
11773,1931-05-01
33284,1960-03-28
15109,2004-04-28
24342,1948-06-11
36894,1943-04-13
34079,1975-11-04
17699,1951-06-09
20773,1953-04-24
36646,1937-02-05
39209,1935-11-20
14643,1932-03-28
28218,1953-08-20
23100,1957-12-19
22591,1931-05-19
30537,1941-06-21
35659,2008-01-07
24662,1951-10-02
32344,1940-05-18
31835,1945-02-15
42332,1977-12-14
9314,1948-04-16
10342,1976-03-07
7271,1961-06-24
6762,1946-11-15
21871,1971-05-07
23667,1948-04-12
32115,1951-12-24
8053,1952-12-12
30072,1987-02-06
18557,1979-01-04
11139,1937-03-26
26773,1963-12-04
35489,2007-04-12
23460,1960-02-16
29862,1938-06-03
24491,1951-06-24
29107,1937-07-07
24511,1968-05-15
38593,1962-09-09
12228,1978-12-23
22730,1938-10-06
41432,1951-08-25
32730,1940-08-13
44000,1946-03-03
13808,1954-02-05
10737,1987-02-09
9202,1931-09-24
23543,1974-02-17
33277,1969-04-09
10763,1959-05-24
21774,1956-07-22
19742,1979-10-13
37675,1930-04-25
45363,1947-09-24
24393,1935-04-27
5707,1960-12-11
26188,1977-10-23
10077,1951-02-06
20085,1951-07-27
21893,2003-05-16
38040,1965-12-18
16541,1948-06-03
10155,1935-03-06
10673,2013-06-08
28339,1995-10-13
19384,1962-12-26
30908,1974-10-25
19916,1973-11-08
21714,1958-05-10
49362,1959-03-22
41688,1963-01-04
35810,1948-05-02
32995,2010-04-06
36605,1961-07-10
27156,1980-10-14
9045,1991-12-20
23987,1977-05-14
39359,1990-02-11
31219,2010-03-06
36596,2001-05-08
20015,1994-03-26
7996,1994-07-12
13996,1994-04-13
14378,1978-07-09
44847,1971-06-26
26218,1975-10-21
21773,2014-07-05
5916,1995-03-21
21280,1969-09-09
2647,2003-12-03
35969,1969-01-25
21635,1975-05-21
39055,1988-03-26
36753,1988-04-11
32933,1989-01-26
16558,1970-12-10
8370,1988-01-27
7362,1980-09-20
33753,1991-09-23
18403,1987-12-16
6884,1975-05-08
8677,1990-06-26
10482,1976-03-12
18933,1988-04-11
12281,2005-05-17
15353,1982-06-27
27907,1992-08-01
16137,2004-03-04
6155,1989-08-18
37412,2007-01-10
34602,2013-10-18
21058,1994-04-16
23885,1993-09-08
30803,1995-05-16
4693,1993-04-15
19541,2000-12-12
10330,1994-05-09
42845,1990-05-04
40030,2003-05-09
19295,2011-09-01
34655,1990-04-04
33904,1998-11-12
41332,2003-09-02
27290,1993-07-27
7848,2011-11-20
15272,2005-06-26
18112,1988-08-09
17349,1991-07-13
5321,1999-04-26
18636,1998-09-16
11728,1999-06-06
4569,1988-11-03
20704,2009-05-21
21987,2012-07-05
29671,2007-07-25
14324,2009-09-27
42745,2003-09-22
37376,2016-06-01
26881,2000-04-09
9476,2018-01-03
10249,2002-10-05
32523,2015-07-10
22544,2011-07-04
3345,2012-03-27
12822,1997-07-13
31260,1998-12-07
22057,2010-04-23
12342,2007-06-14
35648,2001-01-03
22342,2006-04-05
24911,1997-05-17
22867,2003-05-15
18021,2000-12-06
23656,1997-09-07
16491,2011-12-27
21878,2005-08-17
26742,2001-07-09
20093,2008-04-21
28541,2011-02-28
7553,2000-12-02
48265,2001-02-23
38030,2011-07-19
39059,2003-03-28
13718,2017-01-12
37782,1999-10-24
29342,2016-09-13
33697,2013-02-21
38567,2007-04-27
42410,2001-06-28
42924,2017-08-06
8632,2014-08-27
25022,2011-04-21
25024,1997-04-23
14276,1997-08-10
17102,2004-08-21
2259,2001-05-08
36076,2001-05-04
11775,2003-03-11
24322,2002-11-16
9225,1967-01-23
23057,1999-01-09
37649,1969-02-14
32810,1989-10-18
37938,1970-11-13
17974,1975-06-10
17725,1988-01-11
30527,1973-08-17
41297,1974-05-17
11867,1993-02-28
36468,1976-02-25
41336,1971-09-15
18820,1974-12-13
23976,1967-05-09
17842,1972-03-01
15053,1973-05-10
36557,1986-12-24
18896,1983-09-23
38623,1986-10-05
40416,1973-05-21
5867,1974-07-10
19182,2012-02-25
36861,1977-02-06
46603,1978-10-21
20830,1966-08-25
33119,1965-02-04
23149,1948-10-25
37246,1948-12-06
30390,1944-02-28
38164,1990-03-27
20031,2016-04-11
32117,2002-03-03
32970,1975-08-22
14923,1932-11-17
40794,1973-08-23
23472,1940-08-25
11276,1971-10-18
24607,1975-06-16
35149,1981-10-21
23635,1983-04-25
33876,1996-11-26
30807,2005-09-01
44888,1990-05-12
20348,1994-05-04
11150,2000-11-11
13986,1995-06-16
35241,1978-09-12
7852,1985-05-28
21448,1990-01-15
23508,1988-01-06
32758,1974-08-15
41976,1976-05-28
4103,1985-08-24
23305,1983-09-13
38665,1964-05-21
37914,1972-07-11
32801,2000-08-26
17444,1968-08-28
11315,2009-09-14
20533,1974-05-07
19528,1962-09-08
31819,1965-12-01
41054,2002-01-02
10849,1982-07-06
26727,1980-05-01
34663,1971-09-18
26732,1985-09-26
